text,label,label_name
"my name is , //, i had that put us in a position where we had to consolidate our debts into one company and get things back in shape, we started out paying {$460.00} per month in //, in // they change names and proceeded to let us know that the payments to them will change, from {$50.00} some dollars per month to another pay schedule, we have tried to contact them for over a year, we started with infiniti law, my attorney was infinite money services attorney in , i have her cell #, she advised mentioned some legal help and she is no longer with the company, i have card my creditors like , they said they were paid {$15.00} x {$75.00} on almost {$2000.00}, they have giving us another card and advised us to ge a hold of our florida staye attorney thats why im communicating to you from office advisor, i have called of times and sent numerous emails with no responses, im gon na send you some email that maybe can be explained, no one else seems to be able to. thank you for being there!",6,Other
"in //2019 we used our citi card to purchase a shower for my father who was ill. we had to use our card because my stepmother was in the middle of a bankruptcy and asked if we not put it on their credit card or finance it because it would not allow her bankruptcy to go through. in of 2019 my father opened a to transfer that balance of {$6200.00} over. the transfer was complete to . well unfortunately in of 2019 my father unexpectedly passed away. i called to cancel his card. they said no problem thank you for letting us know we will take care of it. well they contacted my stepmother for payment, and she pretended she knew nothing about it. we have documentation and text messages that she is lying. well put it in as fraud and it was charged back to my card. they did not do an investigation on the card. well in the process citi sent a check for the {$6200.00} and it didnt clear so they sent them another {$6200.00} and it put my card at {$12000.00}. it took us four months and a lot of phone calls to finally get that taken off and it still brought it back to {$6200.00}. we disputed this with citi since this was a balance transfer and it was on not us. well we tried to talk to and they told me since i was not on my fathers account, they couldnt talk to me. i contacted the executive office of and they said they would investigate after filing a complaint with the . they called back the next day and said since i was not on the account they couldnt investigate. they said they couldnt verify that my father opened that account. i said because he is dead. i said you didnt have a problem excepting the transfer, but once you found out he died then it became an issue and fraud since he was not going to pay. had he made one payment none of this would have happened. to make a long story even longer citi has the worst customer service on the planet. now in dispute they said they would not charge late fees, or service charges while in dispute. that was a lie they charged every month. they then took all those charges off. here is where it gets good. since they have told me that my account was going to be at . i said great. they said they were going to send it back to . i was told that same story three months in a row. i talked to supervisors in every department from fraud, collections, customer service, and billing. i was told by 4 different supervisors that my account would be at . i called on // and talked to them again asking what is the deal? they said sir on our end you are at and you wont see it on your end until which is the end of your billing cycle. i said awesome. dealing with them for 10 months i didnt get my hopes up. sure, enough on that money was still on there. i lost it, i called and said how long it this going to take? they put it on my credit report. my credit went down 150 points. i called back again they said you need to talk to billing dispute. i said i have talked to them before. i called 65 times and only got a recording where you cant leave a message. i finally one day after being on the phone with customer service for 45 minutes they got someone in billing. i told her what happened she said this is customer service and transferred me back without me saying no. customer service said sir i dont know why they did that it is a billing matter. every time i call no lie, i always get collections first since i havent paid in 4 months. they will transfer me to customer service who then will transfer me to billing, who then transfers me back to collections. it is a cluster nobody knows what they are doing. now i get a letter from for my dad last month saying he has a credit on the card of {$6200.00}. they said we cant talk to you because you are not on the card. i said then why do you keep sending stuff to my house? they said we have been trying to send this check to citi, but they keep rejecting it. i call citi and they said we have never gotten a check from them. now i call back and they tell me dates and the person they talked to about it. i asked them whose name is on the check because maybe thats why they are denying it. they said we cant tell you that sir since your name in not on the account. who the are you going to talk to then? how long do i have to keep calling these companies? it has been 10 months, hours, and hours of phone calls. lies after lies about what they are going to do. i have been told 10 times i would have a supervisor contact me, and not once have i ever gotten a call from either company. can you help me before they continue to ruin by credit? i keep telling them go listen to the phone recordings to hear what they were telling me.",1,Credit Card
"i am concerned about the validity and accuracy of your recent investigation of these accounts that are reporting on my credit report. last month i requested an investigation because i felt the item was not being reported legally. couple of days ago i received a letter stating that you have ceased investigation of my credit reports because, in your opinion, you believe that i have used a third party credit repair agency. not only do i believe this to be a stall tactic on your part to grant you an additional days to comply with my original request, but i believe it to be a blatant violation of the fcra. i have attached a copy of my government issued id as well as mail showing proof of address. so, there shouldnt be any confusion or stall tactics on your end. i have maintained a careful record of my communications with you for the purpose of filing a complaint with the ftc should you continue in your non-compliance.",2,Credit Reporting
"disputed this account on all three credit bureaus and asked for validation ... .not address verification. asked for chain of title if account was purchased from another country. asked for "" itemized '' breakdown of all charges, interest, fees, penalties that result in the alleged amount owed. i received nothing back from them except a bill that clearly does not show any of this. and also proves that i do not have an account or obligation to diversified consultants. i asked that this be removed from all 3 major credit bureaus and all collection attempts be ceased.",3,Debt collection
"i voluntary sent car back was unable to fix due to defect in all throwing a rod in motor or metal shavings left in motor for - company refused to fix it and never official did not do a recall. many owners are having cars to stop suddenly, locked down or blow up or catch on fire. i consider this to be hazardous and unsafe and negligent on their part",7,Payday or Personal Loan
"this is a follow-up to a previous complaint filed with the cfpb regarding . the original cfpb complaint id is . i received an email confirmation from a no-reply address, which prevented me from submitting documentation or updates. i am now submitting this updated complaint to include supporting documentation and describe new developments in my case. i purchased a from on //, and financed it through . prior to my first formal loan payment, i made {$1900.00} in down payment installments and covered all tax, title, and registration fees. i was told that i would receive my full loan contract via email, but i only received page. i followed up multiple times and did not receive the full contract until weeks later. on //, i lost my and was not eligible for benefits. i contacted to request despite making early payments and submitting proof of my requests were denied over the phone on both // and //. i attempted to make a good-faith {$30.00} payment on //, but it was rejected. also removed the bank account payment option from the without any formal notice. all of my communications have been i have been working with a , , who eventually acknowledged that i never received the full contract and confirmed that extra payments had been applied to my account. i provided documentation of my , ongoing search, and repair receipts for the vehicle. on //, my vehicle was unexpectedly towed from private property while i was working a shift. i notified the same day and provided the phone number of the towing company. he asked for the name, which i did not have, but i gave him all the information i could. never followed up or contacted the tow company. as a result, my vehicle remains in the tow yard, and i am unable to pay for its release. i lost a opportunity that would have allowed me to earn daily pay because i no longer had transportation. ive also filed complaints with the florida and pennsylvania , as well as the better business bureau ( complaint id : ). i am attaching a full pdf of my email thread with , which clearly shows i have remained cooperative and professional while trying to resolve this issue. i am asking the cfpb to review this updated information and take appropriate action. my goal is to reach a fair and realistic resolution without further to my finances or credit",9,Vehicle loan or lease
this for my citi bank tryna figure out why the credit was reversed a few months ago,0,Bank Account
", there are numerous issues that have arised from your responses that i will ask to be answered one at a time through individual complaints using the cfpb site. several of my questions were not responded too in my first complaint. first off i have been provided mortgage transaction history reports from the same loan account that do not have the same dollar amounts posted on the interest paid colum on the date of //. below you will find the amounts of // transactions from "" complete transaction history '' that provided in from consumer loan servicing department bank of the west. this transaction document has interest paid amount of {$570.00} on //. // payment fees interest principle {$72000.00} // {$170.00} {$170.00} {$72000.00} // {$420.00} {$400.00} {$23.00} {$72000.00} below are the amounts of the // transactions copied from the "" mortgage transaction history '' that provided in his response to cfpb site on //. the interest paid amount on this document has {$400.00} interest paid on //. // payment fee interest principle {$72000.00} // {$170.00} {$170.00} {$72000.00} // {$420.00} {$170.00} {$230.00} {$23.00} {$72000.00} auto payment, satisfied //, late charges paid of {$170.00} both of these transaction statements show that the {$170.00} was paid before the {$420.00} transaction. actually it was when i looked online and saw that "" autopay '' debited only {$420.00} for the monthly payment i then made the payment of {$170.00} so the monthly payment equaled {$600.00}. this would make a {$170.00} discrepancy on form for tax year . , please explain which transaction document is correct? if the transaction history you provided in your response to cfpb site on // is correct it brings up a new problem. the interest paid total on my "" form mortgage interest paid statement '' for tax year , is {$170.00} higher than the interest paid total amount from all interest added from the transactions stated on the transaction history you provided on //. my accountant said he will be glad to amend my federal income tax return to reflect the correct dollar figure. i am certainly not paying this income tax return amendment as this would be a botw mistake. please provide correct interest paid amount for tax year on a revised form . i have enclosed a copy of the "" complaint '', "" complete transaction history '' that provided in from consumer loan servicing department bank of the west as well as "" mortgage transaction history '' that provided with his response on // to cfpb site. thank you in advance for acknowledging and answering this request. sincerely,",5,Mortgage
this is my 3rd complaint about credit karma banking with the same issues! no one is making any effort to reply about our request for payment from the bank,0,Bank Account
"i am submitting this formal dispute regarding inaccurate late payment reporting appearing on my transunion, experian and equifax credit file. the late payments being reported on the accounts listed below are false, unverified, and inconsistent with accurate reporting requirements under the fair credit reporting act ( fcra ). account name : account number : date opened : //year> balance : {$220.00} reason : this account is being inaccurately reported with a late payment. i did not miss any payment, and this reporting is inconsistent with my payment history. please verify the complete payment record with the furnisher and remove any late payment entries that can not be fully validated.",2,Credit Reporting
"ive been with wells fargo since 1988. when covid started, i started using my credit cards more but ive never been late on a payment. this past year, i was struggling financially especially this past year so ive had to take some additional steps with personal loans, card purchases, etc but im getting a bonus to pay a lot of it off in . i know ive had overdraft transactions but ive never been late with wells fargo and im seen high risk but to go from a credit limi to to in a year is ridiculous. its impacted my credit score dramatically and as im working on getting myself back up on my feet, i attempted to resolve this with wells fargo awhile back via and they told me to write to request an increase which was denied. i am requesting my limit be increased as i have been a loyal customer with wells fargo. again, i understand a decrease but by this much? please rectify",1,Credit Card
"i am writing to formally dispute the presence of fraudulent information on my credit report, in accordance with 15 u.s.c. 1681c-2, and to request the immediate blocking and removal of this information. enclosed with this letter is a copy of my police report, along with the identity theft report filed with the federal trade commission ( ftc report number : ) as supporting evidence of my identity theft claim. pursuant to 15 u.s.c. 1681c-2, when a consumer submits an identity theft report, credit reporting agencies are required to block any information identified by the consumer as fraudulent within four ( 4 ) business days. the following information on my credit report is the result of identity theft and must be blocked and removed immediately : / additional legal basis : violation of section 1681b of the fcra additionally, 15 u.s.c. 1681b establishes the permissible purposes under which a credit bureau may provide a credit report to third parties. this law clearly states that a credit bureau may only furnish a consumer report under specific circumstances, one of which includes obtaining the consumers express written consent. as i never provided written or express consent for the inclusion or reporting of the fraudulent information in question, there is no valid legal basis for this information to remain on my credit file. requested actions immediate blocking and removal of the fraudulent account listed above. written confirmation of the removal of the fraudulent information. assurance that the deleted information will not be reinserted into my credit report in the future. several times, i have contacted the credit bureau reporting this fraudulent account on my report, yet credit bureau has failed to provide a solution to this issue. this situation has significantly affected me, preventing me from acquiring a new home for my children. furthermore, this account has already been deleted and not verified by other bureaus, which raises concerns as to why it remains on my report. i have requested contracts from the company in question containing my information, yet after more than 60 days, i have not received any response. please help me delete this account immediately. i am once again attaching the ftc report in the hope that you will make a fair decision regarding my case. i appreciate your prompt response and resolution to this matter. i expect a reply within the legally required timeframe.",2,Credit Reporting
"hi my name is in //2019 i received a check in the mail from covington credit that was cashable upon signing for {$560.00} to be paid back in 8 month installments of {$90.00}. with payments to start //2019. i later got a call from south carolina wanting to know if i had cashed the check. within two weeks i got a letter from a office in , ga. confirming the account. ( ) since that time i have attempted to payoff this account. to date i have paid {$580.00} i am told i still owe {$220.00} intrest. this is abusive. i want to pay it off without these excessive fees.",7,Payday or Personal Loan
"this is a complaint arising under sections 5 ( a ), 5 ( m ), 13 ( b ), and 16 ( a ) of the federal trade commission act ( ftc act ), 15 u.s.c. 45 ( a ), 45 ( m ) ( 1 ) ( a ), 53 ( b ), and 56 ( a ) ; the fair credit reporting act ( fcra, 15 u.s.c. 1681-1681x ; and the fair debt collection practices act ( fdcpa ), 15 u.s.c. 1692-1692p, to obtain monetary civil penalties, a permanent injunction, restitution, disgorgement, and other equitable relief for the defendants violations of the fcra, the fdcpa, and section 5 of the ftc act. provides consumer personal credit reports to regional and national credit grantors, attempting to issue both commercial and consumer credit. regularly furnishes consumer credit reports to creditors electronically. is an entity who regularly and in the ordinary course of business furnishes information to one or more creditors about its transactions or experiences with its consumers. routinely receives complaints from consumers who claim they do not owe the debt. in numerous instances, i have notified at the address specified for such disputes that is reporting inaccurate information concerning my consumer credit. as a victim of identity theft and the data breach i expect the information in my consumer report to be accurate and my disputes taken seriously. has continued to report inaccurate information to the creditors even after receiving such notice and accompanying proof. in numerous instances, i have disputed the information appearing on my consumer credit report in writing to reporting the information. receives most notices of disputes from a consumer in electronic format, through automated consumer dispute verification ( acdv ) forms provided on defendants website. pursuant to section 623 ( b ) ( 1 ) of the fcra, , as a furnisher of information to the creditors, is required to conduct an investigation of the disputed information upon receipt of a notice of dispute from a consumer. for certain types of disputes, such as those where the consumer claims the account is not his or hers or belongs to someone with a similar name, it is policy and practice only to compare the name, social security number, date of birth, and address in computer database with the information provided on acdv forms. where three of the four items match, will report to the consumer that it has verified the information it furnished as accurate. it is policy that only after the consumer has alleged the same type of account inaccuracy more than four times will the matter become assigned to a supervisor to do further investigation. because collects accounts that are often old, information in its computer files may not be accurate for a variety of reasons, including incorrect updating of addresses, errors in recording names and information, and problems with the original creditors records. in disputes involving identity theft or fraud allegations, policies provide that if the existing account codes and notes in its records do not contain any reference to a prior claim of fraud, will verify the previously reported information without conducting any investigation prior to such verification. in numerous instances, despite written or oral notification from consumers disputing the accuracy or completeness of alleged debts, defendant continued to furnish the information to the creditors without communicating that the information was disputed by the consumer. section 623 ( a ) of the fcra describes the duties of furnishers to provide accurate information to creditors. section 623 ( a ) ( 1 ) ( b ) prohibits furnishers from providing information relating to a consumer to any creditor if i. the person has been notified by the consumer, at the address specified by the person for such notices, that specific information is inaccurate ; and ii. the information is, in fact, inaccurate. in numerous instances, i have contacted defendant at the address specified by to dispute information about them furnished by to a creditor and to notify that the information is inaccurate. in numerous instances, i have also provided information such as the consumers drivers license, social security number, and/or proof of residence to confirm my identity. the acts and practices alleged above constitute violations of section 623 ( a ) ( 1 ) ( b ) of the fcra, 15 u.s.c. 1681s-2 ( a ) ( 1 ) ( b ). pursuant to section 621 ( a ) ( 1 ) of the fcra, 15 u.s.c. 1681s ( a ) ( 1 ), the acts and practices alleged above also constitute unfair or deceptive acts or practices in violation of section 5 ( a ) of the ftc act, 15 u.s.c. 45 ( a ). this creditor is also a furnisher of inaccurate credit information and is just as liable as . a recorded statement from states that this creditor is the one responsible for removing this information from my credit report. as it currently stands they have not validated or verified the accuracy of this inquiry. they also failed to remove the inquire from my credit report after the two year statute of limitation.",2,Credit Reporting
"my father and aunt have a joint checking account with jp morgan chase bank, n, a. while my father lived, he granted me poa to access the account so that i could assist with paying my aunt 's bills. upon my father 's death, i received poa for my aunt. i went to chase bank with this poa, and death certificate for my father, and it was rejected ( see chase letter // ). i have attached a scanned image of this poa. this poa had already been accepted by other financial institutions so that i can assist my aunt with her finances. i then executed another poa ( dated // ) for my aunt that i submitted to chase. i understand that this is the most up-to-date version of the new york state poa i have also included the scanned image of this poa. i received a letter dated // rejecting this second poa. images of both of these rejection letters are attached. my aunt is and living in the long-term care facility i ensure that her monthly bill at the facility, and personal incidentals are paid with access to her financial assets. she has granted me the poa to assist her. i have spoken with the chase representative who can not explain the rejection letters i have received. there is no person to speak with at chase account services or their legal department. i do not understand why i am not being granted poa for my aunt 's account. as you can read from the two letters, the reasons for the rejections changed. out of frustration, i am writing to you in hopes that you can shed light, and hopefully rectify this issue. if there is another form that needs to be signed by my aunt, i would like chase to let me know. getting these punitive letters is not a solution or a fair, customer friendly, way to handle this issue.",0,Bank Account
"// transunion consumer solutions . , pa . , ga . , tx dear transunion, and , i am writing to dispute the following information that appears on my transunion, and reports from // : / with account # opened on // and a balance of {$0.00}. i previously disputed this account and it was never verified by the creditor but its still on my credit report. i sent a letter to you on // cfpb telephone complaint, // cfpb website, // us mail, // cfpb website, // us mail, // cfpb website, // us mail, // cfpb website, // cfpb website, // us mail, // cfpb website, // cfpb website, // cfpb website. i requested that you send me 1. copy of the contract that included my signature. 2. copy of the investigations results. 3. proof of validation. 4. full updated copy of my credit report as of todays date, // you have done neither! you have not sent any of the requested information. nor have you sent me a new updated copy of my credit report. the information that is reporting is inaccurate. you are continuing to intentionally report false, inaccurate, incriminating information which is a violation of fcra. you have failed to respond to my requests within the original 30 day timeframe. you have not verified any information listed regarding this account. there are several discrepancies and i am demanding that it is deleted today or you will be hearing from my attorney. i have included a 3-in-1 credit reported that was pulled today on //. if you review page 13 of 35 you will see the following : acct # : high balance being reported for all 3 bureaus : {$2400.00} last verified by transunion // -- and were sent the exact same letters and have never responded and never investigated! date of last activity : transunion // // // date reported : transunion // // // date opened : transunion // // // balance owed : transunion {$0.00} {$0.00} {$2400.00} closed date : transunion -- -- account rating : transunion derogatory derogatory open account dispute status : transunion account not disputed account not disputed account disputed creditor type : transunion and account status : transunion closed closed open payment status : transunion plan unknown creditor remarks : transunion ; dispute of account information unpaid balance reported as a loss by credit grantor. debt included in or discharged through bankruptcy . disputes - reinvestigation in progress consumer disputes this account information all 3 bureaus are reporting the same account but all of the information is different on each report! all of the information is inaccurate! none of the information is factual! delete this account for consistent inaccuracies, false reporting and failure to provide a proper and timely investigation. thank you so much in advance for your immediate attention to this matter!",2,Credit Reporting
"( 1 ) morgan stanley private bank assumed loan servicing responsibility on //2019. the prior loan servicing provider was . ( 2 ) prior to morgan stanley private bank assuming servicing responsibility, they sent letters to us that contained erroneous information about the outstanding principal. i contacted them prior to the notice date and the issue was resolved. ( 3 ) i make additional principal payments with every monthly mortgage payment. ( 4 ) beginning //, and through //2019 morgan stanley private bank has misapplied both of my payments. the misapplication error results in morgan stanley private bank receiving additional interest on my mortgage, and overstates my outstanding balance. simply stated, morgan stanley private bank take money designed to be additional principal and pays a future month mortgage payment first, then applies additional principal. ( 5 ) if i had not detected morgan stanley private banks erroneous practice, the estimated additional interest they would have collected from me would have been about {$4000.00} for the first twelve months. ( 6 ) morgan stanley private banks customer service blames me for their errors because i did not use their ach system offered on their website. however, when i attempted to sign up for the ach, i was rejected for a technicality between my bank and the website. in other words, i tried. nevertheless, they blame their sloppy bookkeeping on me be cause i do not keep books for them. it is unacceptable. ( 7 ) morgan stanley private bank opened up a ticket on //2019 to correct the misapplied //2019 mortgage payment and instructed me it would take three business days to correct. ( 8 ) on //2019, three business days after my //2019 ticket, the correction had not been made. i was then instructed it would take until //2019. ( 9 ) morgan stanley customer service department is not competent, and are clearly instructed to avoid the fact they are not keeping accurate records. in addition, their promises are not followed through. ( 10 ) i am a and pay close attention to my amortization schedule. i recognize that many people may not be as financially astute as me, and i am filing this complaint to alert customers of morgan stanley private bank of possible immoral or incompetent business practices that a non-financially astute person may not detect. i am very concerned about the poor quality of service, beginning prior to //2019 and subsequent accounting errors.",5,Mortgage
"this company has wrongfully damaged my credit reputation and character, by publishing inaccurate, defamatory, and non-public private financial information on and or about me, causing me financial and emotional damages, and it is repeated on a monthly basis.",3,Debt collection
my is having a procedure done today and the card that has {$290.00} balance available is being declined by the bank. when call to ask why the card is declining by a the answer were the unauthorized merchant. i can not get my procedure done because of this declined. i'm now here trying to figure out how to get the money needed to have his procedure done. there is available balance on the card.,1,Credit Card
"hi, i am authoring this complaint on my behalf. i can't believe these guys are taking advantage of me. i am very upset with equifax. they have not responded back to me about my investigation. i sent a letter and it's been more than 60 days. i need these accounts deleted or updated. these are the items i need to be deleted. 1 ) please investigate that this account is reporting 100 percent accurate. is reporting different information on all 3-credit bureau . i see so many errors which is a fcra violation. please to remove this account from my credit profile 2 ). misleading false information this fdcpa section 807 violation misleading false reporting on my credit report. please remove from credit profile the fair credit reporting act 15 usc 1681 ( a ) you are in violation of my right to privacy and information you want to be private thats posted on your consumer report is a violation. infringed upon my right of privacy. please remove from my credit report",2,Credit Reporting
"i am writing to formally file a complaint regarding unauthorized accounts that persist on my credit report despite my repeated efforts to have them removed. these accounts are causing significant damage to my financial reputation and overall well-being. it is evident that the inclusion of these fraudulent items violates 15 usc 1681b regarding permissible purposes, as the credit bureaus have no legitimate reason to report them without my explicit consent. please refer to the attached file detailing these items i am disputing. the fair credit reporting act ( 15 u.s. code 1681 ) says ( ) the banking system is dependent upon fair and accurate credit reporting. inaccurate credit reports directly impair the efficiency of the banking system, and unfair credit reporting methods undermine the public confidence, which is essential to the continued functioning of the banking system. so whenever there is a violation under the fcra, it impairs the efficiency of the banking system. this is a violation of my privacy with my consumer report, since i control what is listed and what is not. in the event that any accounts are reported without my written consent, that is considered identity theft.",2,Credit Reporting
"in accordance with the fair credit reporting act account # , has violated my rights. 15 usc 1681 section 602 states i have the right to privacy. 15 usc 1681 section 604 a section 2 : it also states a consumer reporting agency can not furnish a account without my written instructions, 15 usc 1666b : a creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for ar purpose.",8,Student loan
"the disputed accounts listed does not relate to any authorized transactions made by me, i am not liable to those transactions and i am requesting immediate removal of all the disputed accounts on the report. please remove the disputed accounts immediately for they have caused serious damage to my credit file and ssn.",2,Credit Reporting
"i understand the importance of removing any incorrect information from my credit report according to fcra 605b. could you please review the attached documents? i've observed discrepancies in several accounts, which is quite concerning to me",3,Debt collection
"on //year>, this company . , noted that i owed {$160.00}, for an alleged account with . i then contacted them for a copy of any contract agreement with my signature and date on it. i advised the listed company that that i had no prior or present account with . they could not present any signed evidence, but still noted my credit report with the derogatory account and information. i have also contacted the credit bureaus to resolve this matter as well.",3,Debt collection
"am writing to formally express my concerns regarding zelle 's handling of disputes, particularly in light of the recent cfpb lawsuit highlighting significant issues with the platform. despite using zelle numerous times and reporting discrepancies, my financial institution and zelle failed to investigate my claims adequately. they informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. the cfpb 's findings indicate that zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. this lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety.",4,Money Transfer
"i am filing a complaint regarding a collection account being reported by bounce ai , inc. for {$1100.00}. i have disputed this account with the credit bureaus and have now directly requested debt validation from bounce ai. to date, i have not been provided with proper documentation proving i am legally responsible for this debt, including a signed agreement, itemized charges, or proof of assignment. despite this, the account continues to be reported as accurate. i am requesting that bounce ai provide full validation of the debt or remove the account from my credit report if validation can not be produced. this account is negatively impacting my ability to secure housing and has caused significant harm due to continued reporting without proper verification.",3,Debt collection
"i attempted to have my pmi removed as my home equity had surpassed the 80 % as required but wells fargo bases pmi based on the original value at the time of purchase so im forced to continue paying my pmi based on the home value in //2019, not based on the current home value. at this rate, i will continue paying pmi unnecessarily for a decade.",5,Mortgage
"problems with this company started once loan mortgage was transferred to select portfolio. i was paying but loan amount never showed decreased. contacted by who said they saw payments were being made but amount of loan remained the same. i did have issue with a missed payment in //, but would pay extra money each month to get caught up. they didnt break up the payments. i have always paid couple of extra each month which should have gone into escrow but i guess they applied to mortgage. now they say i am missing a payment in which after i had notified them that this account was closed they kept auto billing this bank. i had new bank forward those payments to them. on one occasion they their continuous auto pay to prior bank they paid amount of that billing. i have bank records showing payments. i can not talk to them because i get very frustrated because each customer service person gives me a different reason and dates/year. when loan was transferred from previous mortgagor i had gotten a modification. since then my mortgage has doubled that. i have copies of mortgage payments made by bank from .",5,Mortgage
"my bank of america debit card, someone called my ex girlfriend as her account was connected to mine. at and told her to deposit money into my account impersonating bofa, saying there was fraudulent charges, she did, then coming after $ was wired from my account. this was nearly 2 and a 1/2 months ago, i have not been credited, called, or heard anything in weeks. seems like ive just been scammed out of my hard earned money.",4,Money Transfer
"i retrieved a copy of my credit report , transunion and discovered an inquiry that i have no knowledge of. on //year>, appear on my credit report as a hard inquiry that impacted on my . i never authorized inquiry on my credit report for this company. please launch an investigation into inquiry to determine who authorized it. upon completion, please provide written correspondence that details the results of your findings. if you find that the inquiry is invalid, i am requesting that it be removed from my credit report as soon as possible. but if is able to prove that the inquiry is indeed valid, please provide written proof and a description of how the investigation was conducted. thanks in advance for your prompt attention to this matter. sincerely,",2,Credit Reporting
"i have been a longtime customer of yours since i got my a few years ago. ive had trouble in the past with unfortunate life circumstances and theyve always helped out with payment arrangements and what not. currently, im at a loss of what to do. as you know, the vehicle was stolen in // and sat at the dealership all the way to of , due to a dispute of the cause of the engine problems between the dealer and , my insurance provider. a used engine was installed, and this engine also had issues. this used engine was not the one that my insurance authorized, instead, from a different vendor and despite issues discovered with it, the service installed the engine and basically said he didnt care and went forward anyway. now, a few months down the road and this engine failed on us and no one wants to help us now. my insurance has their hands tied on the matter, as they say. ive filed complaints with the illinois attorney generals office and they cant see to help either. the dealership wants me to pay for their mistake, which isnt feasible or sustainable. ive kept skopos financial up to date on my situation and the service representatives are definitely appreciative, but stated they cant do anything to help me either. im the sole provider of income at home, and am a father of an autistic child that my wife has to remain home for. im out over all of this and losing sleep. can we please consider even a courtesy extension or maybe restructuring the loan to buy me some time to figure this out? ive been forced to rent a car to get around, while my car sits at a shop until someone figures out what we can do. please provide me any help you can give to buy time to figure this out. i'm asking you as a dedicated father and husband whos just having a difficult time due to circumstances beyond my control. thank you,",9,Vehicle loan or lease
"i had a membership with the company earlier in . i cancelled this membership on , i received a membership cancellation confirmation email from charged my apple card {$59.00} and again in charged my apple card another {$59.00}. i contacted classpass about these charges which they denied having done, however my apple card statement shows there was a {$59.00} charge from classpass for //2023 and another {$59.00} charge from classpass for // i have tried contacting apple card multiple times to dispute both of these charges from . they requested evidence that these charges were fraudulent, and i sent apple card the pdfs of the email had sent me which confirmed my membership cancellation back in // i was told multiple times that this was substantial evidence from the customer service members i spoke to and that once a dispute investigator saw this, that these charges would be removed. i have had to reopen these disputes multiple times now because apple card keeps saying these charges will remain due to no evidence. however, they have pdfs of the membership cancellation email from that is dated with a time stamp proving these charges occurred after my cancellation with them. i have now reopened both of these disputes again.",1,Credit Card
"the collections accounts listed below are from medical bills and most are too old to still be on my credit report. the accounts continue to be sold to new collection agencies and i have never been contacted in writing or by phone about the accounts and some were paid off through last year after i contacted the original creditors and updated my insurance information. i'm being charged interest fees that's negatively impacting my credit score. progressive management is the most egregious and they are demanding money from hospital services i received in . all of these creditors refuse to work with me unless i provide my social security to their representatives over the phone even though the amounts have been paid by insurance or are from services too old to still be on my credit reports. i was laughed at and told to contact an attorney when i explained the service dates. i'm sure they're doing the same thing to other consumers and they shouldn't be allowed to run an unethical and dishonest company, nor can they be trusted with anyone 's personal information. please help me get these negative reports off my credit and let me know if i need to contact an attorney. progressive mgmt syste original creditor : {$340.00} balance updated // progressive mgmt syste original creditor : {$740.00} balance updated // progressive mgmt syste original creditor : {$370.00} balance updated // progressive mgmt syste original creditor : {$370.00} balance updated // progressive mgmt syste original creditor : {$370.00} balance updated // progressive mgmt syste original creditor : {$400.00} balance updated // original creditor : {$550.00} balance updated // original creditor : {$130.00} balance updated // original creditor : {$370.00} balance updated // original creditor : {$830.00} balance updated // original creditor : {$260.00} balance updated //",3,Debt collection
"on a company called also known as posed as an agent of . we called their toll free number thinking we were calling directly based on a search did online. they promissed to pay the {$2900.00} us they charged our barclays . this was never done. we disputed the charge with barclays and they opened a dispute. i sent them information and an email chain from where they promised initially to process the payment to our account and then later verbally told me they would refund the amount, niether of these happened. i received a notice from barclays dispute department that they had ruled in favor of the merchant. i then provided them with additional information the way of my current account showing that since the date in until mid they have not paid the {$2900.00} they agreed to pay. searches on the internet show these two companies be fraudulent which i also provided to barlcays. i have called them to reopen the case but it does not appear that they have done this. clearly the service was never provided by and i want the charge removed from my card and the case re-poened.",1,Credit Card
"i've had a refinance application in with navy federal credit union since //2019. i've been through 2 and now i'm on my 3rd processor. i was told that this person is a supervisor. i've had my credit pull 3 times i had the appraisal done this year and i hope it's still valid because i don't want to pay or go through that process again. i've been to the branches, sent numerous emails and made as many phone calls. i understand that there is a global pandemic but, my point to them was this process was started //2019. if this was done promptly then it wouldn't have been a problem. what can you do to help me? to the best of my knowledge i've been in the final stages for months. i was told to choose an escrow company and i did but, neither them no i know what's going on. take a look at the screen shots that i've uploaded and you can see that i've provided everything they've asked for in .",5,Mortgage
